url,date,content,renderedContent,id,user,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,outlinks,tcooutlinks,media,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags
https://twitter.com/jth5419502/status/1542039839855738880,2022-06-29 06:58:42+00:00,"S2E #SleeFi
혁신적인 #web3app

생각만 해봤던 S2E가
드디어 나왔습니다 ㅎㅎ

공식➡️https://t.co/X9klDvSo93
가입하고 싶은 경우➡️https://t.co/GkXziF6apr

#Sleep #web3 #Crypto 
@Avalancheavax
 #S2E","S2E #SleeFi
혁신적인 #web3app

생각만 해봤던 S2E가
드디어 나왔습니다 ㅎㅎ

공식➡️sleefi.com
가입하고 싶은 경우➡️discord.gg/HBkTHaXj

#Sleep #web3 #Crypto 
@Avalancheavax
 #S2E",1542039839855738880,"{'username': 'jth5419502', 'id': 1444151922538151936, 'displayname': 'Jacob', 'description': 'DC : jth5419#5926\n\n                                                      SIN....\nMy sin...\nYour sin... Stained with sin...      @operationSIN', 'rawDescription': 'DC : jth5419#5926\n\n                                                      SIN....\nMy sin...\nYour sin... Stained with sin...      @operationSIN', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 10, 2, 4, 7, 18, tzinfo=datetime.timezone.utc), 'followersCount': 65, 'friendsCount': 1068, 'statusesCount': 1890, 'favouritesCount': 1336, 'listedCount': 2, 'mediaCount': 56, 'location': 'sin', 'protected': False, 'linkUrl': 'https://discord.gg/operationSIN', 'linkTcourl': 'https://t.co/pEKXZ94J41', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1534928076584259585/pQJiTWBV_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1444151922538151936/1654790258', 'label': None}",0,3,7,0,1542039839855738880,ko,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,"['http://sleefi.com', 'http://discord.gg/HBkTHaXj']","['https://t.co/X9klDvSo93', 'https://t.co/GkXziF6apr']",,,,,,"[{'username': 'avalancheavax', 'id': 1055894724245155841, 'displayname': 'Avalanche 🔺', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,"['SleeFi', 'web3app', 'Sleep', 'web3', 'Crypto', 'S2E']",
https://twitter.com/wisebitcoin/status/1541991517963046912,2022-06-29 03:46:41+00:00,"📨 We've listed AVAX-SWAP-USDT trading pairs

Here's everything you need to know: https://t.co/4iEDuXk6nj

#AVAX #USDT @avalancheavax https://t.co/xLDidSjeE0","📨 We've listed AVAX-SWAP-USDT trading pairs

Here's everything you need to know: wisebitcoin.com/newsroom/notic…

#AVAX #USDT @avalancheavax https://t.co/xLDidSjeE0",1541991517963046912,"{'username': 'wisebitcoin', 'id': 1323540344189800448, 'displayname': 'Wisebitcoin', 'description': 'Join the Trading Treasure Cashback Event! Request it now! 👇', 'rawDescription': 'Join the Trading Treasure Cashback Event! Request it now! 👇', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 11, 3, 8, 21, 4, tzinfo=datetime.timezone.utc), 'followersCount': 4980, 'friendsCount': 338, 'statusesCount': 1131, 'favouritesCount': 254, 'listedCount': 11, 'mediaCount': 735, 'location': 'Singapore', 'protected': False, 'linkUrl': 'https://bit.ly/tradingt_tw', 'linkTcourl': 'https://t.co/TXpzhYGvOS', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1341935929179602944/_E8f4nvW_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1323540344189800448/1608777508', 'label': None}",1,0,0,0,1541991517963046912,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://www.wisebitcoin.com/newsroom/notice/10bec2b63d4f09e9fd'],['https://t.co/4iEDuXk6nj'],"[{'previewUrl': 'https://pbs.twimg.com/media/FWY-MN2aUAEzmaq?format=png&name=small', 'fullUrl': 'https://pbs.twimg.com/media/FWY-MN2aUAEzmaq?format=png&name=large'}]",,,,,"[{'username': 'avalancheavax', 'id': 1055894724245155841, 'displayname': 'Avalanche 🔺', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,"['AVAX', 'USDT']",
https://twitter.com/jth5419502/status/1541944994499821568,2022-06-29 00:41:49+00:00,"@moftechwork @SleeFi_official @avalancheavax Please!!!!!&gt;&lt;
DC ID : jth5419#5926","@moftechwork @SleeFi_official @avalancheavax Please!!!!!&gt;&lt;
DC ID : jth5419#5926",1541944994499821568,"{'username': 'jth5419502', 'id': 1444151922538151936, 'displayname': 'Jacob', 'description': 'DC : jth5419#5926\n\n                                                      SIN....\nMy sin...\nYour sin... Stained with sin...      @operationSIN', 'rawDescription': 'DC : jth5419#5926\n\n                                                      SIN....\nMy sin...\nYour sin... Stained with sin...      @operationSIN', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 10, 2, 4, 7, 18, tzinfo=datetime.timezone.utc), 'followersCount': 65, 'friendsCount': 1068, 'statusesCount': 1890, 'favouritesCount': 1336, 'listedCount': 2, 'mediaCount': 56, 'location': 'sin', 'protected': False, 'linkUrl': 'https://discord.gg/operationSIN', 'linkTcourl': 'https://t.co/pEKXZ94J41', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1534928076584259585/pQJiTWBV_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1444151922538151936/1654790258', 'label': None}",0,0,0,0,1541644798201053185,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,1.5416447982010532e+18,"{'username': 'moftechwork', 'id': 918909749059403776, 'displayname': 'moftech', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}","[{'username': 'moftechwork', 'id': 918909749059403776, 'displayname': 'moftech', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}, {'username': 'SleeFi_official', 'id': 1527165381265068032, 'displayname': 'SleeFi｜Sleep to Earn', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}, {'username': 'avalancheavax', 'id': 1055894724245155841, 'displayname': 'Avalanche 🔺', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,,
https://twitter.com/snakecity_io/status/1541819259244146688,2022-06-28 16:22:11+00:00,"test your understanding of #SnakeLord 🐍👑

One outstanding point of Snake Lord?

#snct #avax #avalanche #snakecity #gamefi #nftcommunity","test your understanding of #SnakeLord 🐍👑

One outstanding point of Snake Lord?

#snct #avax #avalanche #snakecity #gamefi #nftcommunity",1541819259244146688,"{'username': 'snakecity_io', 'id': 1464980450934685697, 'displayname': 'Snake City 🔺🐍', 'description': 'Play-and-earn #NFT inspired by the famous #Slither, built on #avalanche Telegram: t.me/snakecity_io Whitepaper: docs.snakecity.io', 'rawDescription': 'Play-and-earn #NFT inspired by the famous #Slither, built on #avalanche Telegram: https://t.co/ubkhd1XRsc Whitepaper: https://t.co/P4bJoU2ncA', 'descriptionUrls': [{'text': 't.me/snakecity_io', 'url': 'http://t.me/snakecity_io', 'tcourl': 'https://t.co/ubkhd1XRsc', 'indices': (82, 105)}, {'text': 'docs.snakecity.io', 'url': 'http://docs.snakecity.io', 'tcourl': 'https://t.co/P4bJoU2ncA', 'indices': (118, 141)}], 'verified': False, 'created': datetime.datetime(2021, 11, 28, 15, 32, 31, tzinfo=datetime.timezone.utc), 'followersCount': 99664, 'friendsCount': 79, 'statusesCount': 604, 'favouritesCount': 1744, 'listedCount': 41, 'mediaCount': 291, 'location': 'Singapore', 'protected': False, 'linkUrl': 'https://linktr.ee/snakecity.io', 'linkTcourl': 'https://t.co/NJpogk4ADH', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1468392304687796226/4XCMc-d__normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1464980450934685697/1638927012', 'label': None}",0,2,11,1,1541819259244146688,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,,,,,,,,"['SnakeLord', 'snct', 'avax', 'avalanche', 'snakecity', 'gamefi', 'nftcommunity']",
https://twitter.com/log_games_/status/1541716923570081793,2022-06-28 09:35:32+00:00,"#IDO Information

Project: OpenBlox @OpenBlox_io
OpenBlox is an EVM-based #NFT #gaming and #web3 platform focusing on #PlayAndEarn / #MoveAndEarn and IP branding.

🪙Token: $OBX 
⏰IDO Date: 30 Jun 
💰IDO Price: $ 0.004 
⛓️Network: #Avalanche  
TGE Platform: @Bybit_Official https://t.co/h59JuJ50Nv","#IDO Information

Project: OpenBlox @OpenBlox_io
OpenBlox is an EVM-based #NFT #gaming and #web3 platform focusing on #PlayAndEarn / #MoveAndEarn and IP branding.

🪙Token: $OBX 
⏰IDO Date: 30 Jun 
💰IDO Price: $ 0.004 
⛓️Network: #Avalanche  
TGE Platform: @Bybit_Official https://t.co/h59JuJ50Nv",1541716923570081793,"{'username': 'log_games_', 'id': 1469193024399822852, 'displayname': 'League of Guilds (Website V2.0 coming soon)', 'description': '#LeagueofGuilds provides unbiased,high quality and accurate information for users. Be the first to perceive the daily changes of the #Metaverse.', 'rawDescription': '#LeagueofGuilds provides unbiased,high quality and accurate information for users. Be the first to perceive the daily changes of the #Metaverse.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 12, 10, 6, 31, 45, tzinfo=datetime.timezone.utc), 'followersCount': 8596, 'friendsCount': 470, 'statusesCount': 246, 'favouritesCount': 109, 'listedCount': 13, 'mediaCount': 141, 'location': 'Singapore', 'protected': False, 'linkUrl': 'http://www.log.games', 'linkTcourl': 'https://t.co/uLefgGk0Wv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1470643506477617152/h2copiw2_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1469193024399822852/1655868197', 'label': None}",0,1,1,0,1541716923570081793,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,"[{'previewUrl': 'https://pbs.twimg.com/media/FWVG8pOaAAA90Mj?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/FWVG8pOaAAA90Mj?format=jpg&name=large'}]",,,,,"[{'username': 'OpenBlox_io', 'id': 1421414442374467587, 'displayname': 'OpenBlox', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}, {'username': 'Bybit_Official', 'id': 999947328621395968, 'displayname': 'Bybit', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,"['IDO', 'NFT', 'gaming', 'web3', 'PlayAndEarn', 'MoveAndEarn', 'Avalanche']",['OBX']
https://twitter.com/Politologue2/status/1541685765138178048,2022-06-28 07:31:44+00:00,"RT @UPR_Asselineau: 💉 LA VÉRITÉ PROGRESSE
L'avalanche de preuves contraint les médias à admettre que les injections ARNm ne sont pas aussi efficaces et inoffensives que Pfizer,🇪🇺,Macron,le gvt et les médias nous sommaient de le croire.
⚠️ TOUT CE MON… https://t.co/tE1yKk9l1E","RT @UPR_Asselineau: 💉 LA VÉRITÉ PROGRESSE
L'avalanche de preuves contraint les médias à admettre que les injections ARNm ne sont pas aussi efficaces et inoffensives que Pfizer,🇪🇺,Macron,le gvt et les médias nous sommaient de le croire.
⚠️ TOUT CE MON… leparisien.fr/societe/sante/…",1541685765138178048,"{'username': 'Politologue2', 'id': 1523690188769267712, 'displayname': 'Politologue du Dimanche', 'description': ""Je voudrais n'être pas Français pour pouvoir dire Que je te choisis, France, et que, dans ton martyre, Je te proclame, toi que ronge le vautour 🇫🇷 #Reconquete"", 'rawDescription': ""Je voudrais n'être pas Français pour pouvoir dire Que je te choisis, France, et que, dans ton martyre, Je te proclame, toi que ronge le vautour 🇫🇷 #Reconquete"", 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 5, 9, 15, 45, 29, tzinfo=datetime.timezone.utc), 'followersCount': 472, 'friendsCount': 286, 'statusesCount': 835, 'favouritesCount': 352, 'listedCount': 0, 'mediaCount': 268, 'location': 'Singapore', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1523746701340725249/2xpIulyG_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1523690188769267712/1652124239', 'label': None}",0,5,5,0,1541685765138178048,fr,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",https://ifttt.com,IFTTT,['https://www.leparisien.fr/societe/sante/troubles-menstruels-apres-la-vaccination-anti-covid-les-femmes-ont-des-questions-notre-role-est-dy-repondre-25-06-2022-XNXGCSGH2RBBXGW7NWYJTLOJA4.php#xtor=AD-1481423553'],['https://t.co/tE1yKk9l1E'],,,,,,"[{'username': 'UPR_Asselineau', 'id': 200659061, 'displayname': 'François Asselineau', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,,
https://twitter.com/DurwinHo/status/1541575354304692224,2022-06-28 00:13:00+00:00,"""Three Arrows, which is based in Singapore, has become a force in DeFi by backing some of its most important platforms. It’s invested in Solana, Avalanche, Aave and Terra, as well as GameFi names such as Axie Infinity and NFTs.""","""Three Arrows, which is based in Singapore, has become a force in DeFi by backing some of its most important platforms. It’s invested in Solana, Avalanche, Aave and Terra, as well as GameFi names such as Axie Infinity and NFTs.""",1541575354304692224,"{'username': 'DurwinHo', 'id': 363821003, 'displayname': 'Durwin', 'description': '🧠 CEO @ StartupX  🚀 Director @ Startup Weekend SG 🌽 World’s first Sustainability Hackcelerator HyperX.🪐 Planet 🏎 Cars 👩\u200d💻Tech 🍩 Food 💰 Bitcoin', 'rawDescription': '🧠 CEO @ StartupX  🚀 Director @ Startup Weekend SG 🌽 World’s first Sustainability Hackcelerator HyperX.🪐 Planet 🏎 Cars 👩\u200d💻Tech 🍩 Food 💰 Bitcoin', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2011, 8, 28, 19, 2, 25, tzinfo=datetime.timezone.utc), 'followersCount': 467, 'friendsCount': 1684, 'statusesCount': 21404, 'favouritesCount': 41193, 'listedCount': 40, 'mediaCount': 1122, 'location': 'Singapore', 'protected': False, 'linkUrl': 'http://www.thestartupx.com', 'linkTcourl': 'https://t.co/oXsrfSgXfI', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1309173573983121414/kviCLMxe_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/363821003/1617719096', 'label': None}",0,0,0,0,1541575354304692224,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,,,,,,,,,
https://twitter.com/SportbusinessU/status/1541456182052806658,2022-06-27 16:19:27+00:00,"#Kroenke adds yet another league title in banner 2022 with Colorado Avalanche's @StanleyCup win.

Read the full article here: https://t.co/yDu6egEdqY

@Avalanche @NHL  #sportbusiness #KSE #StanleyCup #NHL #Avalanche #ColoradoAvalanche #Colorado #Hockey #FoundAWay #GoAvsGo https://t.co/QE2q5yuQVK","#Kroenke adds yet another league title in banner 2022 with Colorado Avalanche's @StanleyCup win.

Read the full article here: bit.ly/3NoqGGr

@Avalanche @NHL  #sportbusiness #KSE #StanleyCup #NHL #Avalanche #ColoradoAvalanche #Colorado #Hockey #FoundAWay #GoAvsGo https://t.co/QE2q5yuQVK",1541456182052806658,"{'username': 'SportbusinessU', 'id': 1483013658812760070, 'displayname': 'SportBusiness University', 'description': 'A resource hub for grads, students, and #highereducation sports business courses. Providing news, insight, and discussion from the #sportsbiz world.', 'rawDescription': 'A resource hub for grads, students, and #highereducation sports business courses. Providing news, insight, and discussion from the #sportsbiz world.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 1, 17, 9, 50, 27, tzinfo=datetime.timezone.utc), 'followersCount': 125, 'friendsCount': 196, 'statusesCount': 326, 'favouritesCount': 31, 'listedCount': 4, 'mediaCount': 133, 'location': 'London, New York, Singapore', 'protected': False, 'linkUrl': 'https://university.sportbusiness.com/', 'linkTcourl': 'https://t.co/EhUROLySwq', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1483014291703975942/Y0tKs2FH_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1483013658812760070/1642413391', 'label': None}",1,1,0,0,1541456182052806658,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://bit.ly/3NoqGGr'],['https://t.co/yDu6egEdqY'],"[{'previewUrl': 'https://pbs.twimg.com/media/FWRY044WYAUvCDQ?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/FWRY044WYAUvCDQ?format=jpg&name=large'}]",,,,,"[{'username': 'StanleyCup', 'id': 978650746173444096, 'displayname': 'The Stanley Cup', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}, {'username': 'Avalanche', 'id': 26577824, 'displayname': 'Colorado Avalanche', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}, {'username': 'NHL', 'id': 50004938, 'displayname': 'NHL', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,"['Kroenke', 'sportbusiness', 'KSE', 'StanleyCup', 'NHL', 'Avalanche', 'ColoradoAvalanche', 'Colorado', 'Hockey', 'FoundAWay', 'GoAvsGo']",
https://twitter.com/snakecity_io/status/1541427167011438592,2022-06-27 14:24:09+00:00,"Only 5 Snake Lords are waiting for you in the Starter Pack 🐍🔰

which one do you like? Leave a comment 👇

#SNCT #avax #avalanche #gamefi #nftcommunity https://t.co/fX3QoSIj3x","Only 5 Snake Lords are waiting for you in the Starter Pack 🐍🔰

which one do you like? Leave a comment 👇

#SNCT #avax #avalanche #gamefi #nftcommunity https://t.co/fX3QoSIj3x",1541427167011438592,"{'username': 'snakecity_io', 'id': 1464980450934685697, 'displayname': 'Snake City 🔺🐍', 'description': 'Play-and-earn #NFT inspired by the famous #Slither, built on #avalanche Telegram: t.me/snakecity_io Whitepaper: docs.snakecity.io', 'rawDescription': 'Play-and-earn #NFT inspired by the famous #Slither, built on #avalanche Telegram: https://t.co/ubkhd1XRsc Whitepaper: https://t.co/P4bJoU2ncA', 'descriptionUrls': [{'text': 't.me/snakecity_io', 'url': 'http://t.me/snakecity_io', 'tcourl': 'https://t.co/ubkhd1XRsc', 'indices': (82, 105)}, {'text': 'docs.snakecity.io', 'url': 'http://docs.snakecity.io', 'tcourl': 'https://t.co/P4bJoU2ncA', 'indices': (118, 141)}], 'verified': False, 'created': datetime.datetime(2021, 11, 28, 15, 32, 31, tzinfo=datetime.timezone.utc), 'followersCount': 99664, 'friendsCount': 79, 'statusesCount': 604, 'favouritesCount': 1744, 'listedCount': 41, 'mediaCount': 291, 'location': 'Singapore', 'protected': False, 'linkUrl': 'https://linktr.ee/snakecity.io', 'linkTcourl': 'https://t.co/NJpogk4ADH', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1468392304687796226/4XCMc-d__normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1464980450934685697/1638927012', 'label': None}",7,7,16,6,1541427167011438592,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,"[{'thumbnailUrl': 'https://pbs.twimg.com/tweet_video_thumb/FWQ-22kaAAIYMtk.jpg', 'variants': [{'contentType': 'video/mp4', 'url': 'https://video.twimg.com/tweet_video/FWQ-22kaAAIYMtk.mp4', 'bitrate': 0}]}]",,,,,,,,"['SNCT', 'avax', 'avalanche', 'gamefi', 'nftcommunity']",
https://twitter.com/RoiSarak/status/1541363303666307072,2022-06-27 10:10:23+00:00,"@deapIRWodSDj8A1 自分はAvalancheに戻しますね。
Polygonは分散性とUXで劣るんで

締め切り時間の12pm EST過ぎてから戻します。","@deapIRWodSDj8A1 自分はAvalancheに戻しますね。
Polygonは分散性とUXで劣るんで

締め切り時間の12pm EST過ぎてから戻します。",1541363303666307072,"{'username': 'RoiSarak', 'id': 915417752176812033, 'displayname': '仮想戦士ロイ🔺', 'description': '仮想通貨 #Avalanche のスペシャリスト。DeFi探検隊長 #Chainlink 公式Advocate🇸🇬, ""誰よりも深く勉強して、誰よりも早く行動する""', 'rawDescription': '仮想通貨 #Avalanche のスペシャリスト。DeFi探検隊長 #Chainlink 公式Advocate🇸🇬, ""誰よりも深く勉強して、誰よりも早く行動する""', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 10, 4, 3, 26, 14, tzinfo=datetime.timezone.utc), 'followersCount': 16874, 'friendsCount': 925, 'statusesCount': 5844, 'favouritesCount': 16991, 'listedCount': 252, 'mediaCount': 390, 'location': 'Singapore', 'protected': False, 'linkUrl': 'https://youtube.com/channel/UC8QM5M7Hok7AtwbrLd3bBmQ', 'linkTcourl': 'https://t.co/UBuQFJzS4F', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1501772328510042114/ntodGHDM_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/915417752176812033/1650676757', 'label': None}",2,0,4,0,1541353372514930690,ja,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,1.5413613928294646e+18,"{'username': 'deapIRWodSDj8A1', 'id': 1312361786092351488, 'displayname': 'もきしゅ', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}","[{'username': 'deapIRWodSDj8A1', 'id': 1312361786092351488, 'displayname': 'もきしゅ', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,,
