url,date,content,renderedContent,id,user,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,outlinks,tcooutlinks,media,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags
https://twitter.com/flintdotmoney/status/1542042818939461633,2022-06-29 07:10:32+00:00,"🇧🇷 Brazil's largest digital bank, Nubank, has rolled out #bitcoin &amp; #Ethereum buying services to all its 53.9 million customers.","🇧🇷 Brazil's largest digital bank, Nubank, has rolled out #bitcoin &amp; #Ethereum buying services to all its 53.9 million customers.",1542042818939461633,"{'username': 'flintdotmoney', 'id': 1463106787482083333, 'displayname': 'Flint', 'description': 'Invest and grow your stablecoins. Designed for the crypto-natives.\nDownload the app: flint.go.link/?adj_t=d3wxkoj', 'rawDescription': 'Invest and grow your stablecoins. Designed for the crypto-natives.\nDownload the app: https://t.co/bPPqojDtDw', 'descriptionUrls': [{'text': 'flint.go.link/?adj_t=d3wxkoj', 'url': 'https://flint.go.link/?adj_t=d3wxkoj', 'tcourl': 'https://t.co/bPPqojDtDw', 'indices': (85, 108)}], 'verified': False, 'created': datetime.datetime(2021, 11, 23, 11, 27, 15, tzinfo=datetime.timezone.utc), 'followersCount': 14779, 'friendsCount': 0, 'statusesCount': 852, 'favouritesCount': 81, 'listedCount': 115, 'mediaCount': 100, 'location': 'Singapore', 'protected': False, 'linkUrl': 'https://www.flint.money/', 'linkTcourl': 'https://t.co/teiFE24m9F', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1483424060864606208/WKr3uyp2_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1463106787482083333/1642511380', 'label': None}",2,1,5,0,1542042818939461633,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,,,,,,"['bitcoin', 'Ethereum']",
https://twitter.com/trikar/status/1542030976779427840,2022-06-29 06:23:29+00:00,"Segunda jornada de la #DIFC
Panel sobre #Defi
-Un ponente dice ""Lamento decir que el defi que hay ahora no es el que debería ser. No hay democratización del sistema financiero. La mayoría se hace en #Ethereum pero no creo que en el futuro sea la única #blockchain para defi. https://t.co/BQGdNuOtmy","Segunda jornada de la #DIFC
Panel sobre #Defi
-Un ponente dice ""Lamento decir que el defi que hay ahora no es el que debería ser. No hay democratización del sistema financiero. La mayoría se hace en #Ethereum pero no creo que en el futuro sea la única #blockchain para defi. https://t.co/BQGdNuOtmy",1542030976779427840,"{'username': 'trikar', 'id': 7770042, 'displayname': 'Ricardo Medrano', 'description': 'Nómada digital. Ahora en mmaker.io(Crypto Market Maker/token listing. Corresponsal freelance en español desde Singapur (a ratos). @TerraformingM', 'rawDescription': 'Nómada digital. Ahora en https://t.co/mr76zaSPTt(Crypto Market Maker/token listing. Corresponsal freelance en español desde Singapur (a ratos). @TerraformingM', 'descriptionUrls': [{'text': 'mmaker.io', 'url': 'http://mmaker.io', 'tcourl': 'https://t.co/mr76zaSPTt', 'indices': (25, 48)}], 'verified': False, 'created': datetime.datetime(2007, 7, 27, 20, 10, 30, tzinfo=datetime.timezone.utc), 'followersCount': 2390, 'friendsCount': 338, 'statusesCount': 334, 'favouritesCount': 12216, 'listedCount': 114, 'mediaCount': 198, 'location': 'Singapore', 'protected': False, 'linkUrl': 'http://ricardomedrano.com', 'linkTcourl': 'https://t.co/hEJaGQET2y', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1523896052814069760/hWWfX8Ij_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/7770042/1655289448', 'label': None}",1,0,0,0,1541662571551510529,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,"[{'previewUrl': 'https://pbs.twimg.com/media/FWZlAELXgAIjgwY?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/FWZlAELXgAIjgwY?format=jpg&name=large'}]",,,1.5417745558779822e+18,"{'username': 'trikar', 'id': 7770042, 'displayname': 'Ricardo Medrano', 'description': 'Nómada digital. Ahora en mmaker.io(Crypto Market Maker/token listing. Corresponsal freelance en español desde Singapur (a ratos). @TerraformingM', 'rawDescription': 'Nómada digital. Ahora en https://t.co/mr76zaSPTt(Crypto Market Maker/token listing. Corresponsal freelance en español desde Singapur (a ratos). @TerraformingM', 'descriptionUrls': [{'text': 'mmaker.io', 'url': 'http://mmaker.io', 'tcourl': 'https://t.co/mr76zaSPTt', 'indices': (25, 48)}], 'verified': False, 'created': datetime.datetime(2007, 7, 27, 20, 10, 30, tzinfo=datetime.timezone.utc), 'followersCount': 2390, 'friendsCount': 338, 'statusesCount': 334, 'favouritesCount': 12216, 'listedCount': 114, 'mediaCount': 198, 'location': 'Singapore', 'protected': False, 'linkUrl': 'http://ricardomedrano.com', 'linkTcourl': 'https://t.co/hEJaGQET2y', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1523896052814069760/hWWfX8Ij_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/7770042/1655289448', 'label': None}",,,,"['DIFC', 'Defi', 'Ethereum', 'blockchain']",
https://twitter.com/BitKeepOS/status/1541996734619848704,2022-06-29 04:07:25+00:00,"📢#BitKeep now supports @ZigZagExchange, #Ethereum #Layer2 #ZKRollup order book #DEX on 
@zksync and @starkwareltd.

😃You can visit #ZigZag from #Dapp browser in #BitKeep.

👉Download now: https://t.co/96bCCZbyNq https://t.co/OfUbBrnRyh","📢#BitKeep now supports @ZigZagExchange, #Ethereum #Layer2 #ZKRollup order book #DEX on 
@zksync and @starkwareltd.

😃You can visit #ZigZag from #Dapp browser in #BitKeep.

👉Download now: bitkeep.com/refer/rNYp/hjj… https://t.co/OfUbBrnRyh",1541996734619848704,"{'username': 'BitKeepOS', 'id': 1040124936843550720, 'displayname': 'BitKeep Wallet', 'description': 'Find the hottest assets in BitKeep. BitKeep is the top crypto wallet in Asia. BitKeep Swap. Any chain.Any token.Any time. Explore linktr.ee/BitKeep', 'rawDescription': 'Find the hottest assets in BitKeep. BitKeep is the top crypto wallet in Asia. BitKeep Swap. Any chain.Any token.Any time. Explore https://t.co/8pxiCWZbMm', 'descriptionUrls': [{'text': 'linktr.ee/BitKeep', 'url': 'http://linktr.ee/BitKeep', 'tcourl': 'https://t.co/8pxiCWZbMm', 'indices': (130, 153)}], 'verified': True, 'created': datetime.datetime(2018, 9, 13, 6, 28, 4, tzinfo=datetime.timezone.utc), 'followersCount': 223085, 'friendsCount': 921, 'statusesCount': 2195, 'favouritesCount': 534, 'listedCount': 195, 'mediaCount': 1042, 'location': 'Singapore', 'protected': False, 'linkUrl': 'https://bitkeep.com/', 'linkTcourl': 'https://t.co/RoXJg4fuDf', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1533351226532069377/qUQ-I2gF_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1040124936843550720/1654078601', 'label': None}",7,10,57,0,1541996734619848704,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://bitkeep.com/refer/rNYp/hjjmmvuw'],['https://t.co/96bCCZbyNq'],"[{'previewUrl': 'https://pbs.twimg.com/media/FWZFPmsVEAAmkKW?format=png&name=small', 'fullUrl': 'https://pbs.twimg.com/media/FWZFPmsVEAAmkKW?format=png&name=large'}]",,,,,"[{'username': 'ZigZagExchange', 'id': 1429883723307110434, 'displayname': 'ZigZag Exchange', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}, {'username': 'zksync', 'id': 1191702416971968512, 'displayname': 'zkSync', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}, {'username': 'StarkWareLtd', 'id': 953893947822280704, 'displayname': 'StarkWare', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,"['BitKeep', 'Ethereum', 'Layer2', 'ZKRollup', 'DEX', 'ZigZag', 'Dapp', 'BitKeep']",
https://twitter.com/julianhosp/status/1541990712568586245,2022-06-29 03:43:29+00:00,"I used to love #bitcoin.
I think the cultish people behind it are hurting it by spreading toxic false narratives.
Till that changes, I am way more bullish on assets such as #defichain and #ethereum. https://t.co/M3jawEdRoW","I used to love #bitcoin.
I think the cultish people behind it are hurting it by spreading toxic false narratives.
Till that changes, I am way more bullish on assets such as #defichain and #ethereum. twitter.com/udiwertheimer/…",1541990712568586245,"{'username': 'julianhosp', 'id': 25803102, 'displayname': 'Dr. Julian Hosp', 'description': 'CEO @CakeDeFi | Blockchain Advisor for EU | Angel Investor | Keynote Speaker | 5x Bestselling Author | Medical Doctor | Pro-Athlete | hodler of $BTC, $ETH, $DFI', 'rawDescription': 'CEO @CakeDeFi | Blockchain Advisor for EU | Angel Investor | Keynote Speaker | 5x Bestselling Author | Medical Doctor | Pro-Athlete | hodler of $BTC, $ETH, $DFI', 'descriptionUrls': None, 'verified': True, 'created': datetime.datetime(2009, 3, 22, 10, 8, 47, tzinfo=datetime.timezone.utc), 'followersCount': 90591, 'friendsCount': 234, 'statusesCount': 22435, 'favouritesCount': 23091, 'listedCount': 1068, 'mediaCount': 3322, 'location': 'Singapore', 'protected': False, 'linkUrl': 'https://julianhosp.com', 'linkTcourl': 'https://t.co/VRdHNoEl2L', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1367309088753774594/NfM4Q-CN_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/25803102/1605153144', 'label': None}",16,8,93,0,1541990712568586245,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,['https://twitter.com/udiwertheimer/status/1541983803840888833'],['https://t.co/M3jawEdRoW'],,,"{'url': 'https://twitter.com/udiWertheimer/status/1541983803840888833', 'date': datetime.datetime(2022, 6, 29, 3, 16, 2, tzinfo=datetime.timezone.utc), 'content': 'bro the maxis tried to sell you a golden volcano city with lightning-powered flying cars FOR A BILLION DOLLARS\n\nand they have to audacity to call other people scammers\n\nwhat a fucking cult lmao', 'renderedContent': 'bro the maxis tried to sell you a golden volcano city with lightning-powered flying cars FOR A BILLION DOLLARS\n\nand they have to audacity to call other people scammers\n\nwhat a fucking cult lmao', 'id': 1541983803840888833, 'user': {'username': 'udiWertheimer', 'id': 14527699, 'displayname': 'udiverse.eth', 'description': '#bitcoin', 'rawDescription': '#bitcoin', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2008, 4, 25, 15, 21, 10, tzinfo=datetime.timezone.utc), 'followersCount': 141683, 'friendsCount': 3756, 'statusesCount': 87961, 'favouritesCount': 103061, 'listedCount': 1937, 'mediaCount': 4189, 'location': 'metaverse', 'protected': False, 'linkUrl': 'http://udiverse.substack.com', 'linkTcourl': 'https://t.co/vl4olWb68C', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1526626457191165953/EicegJ5a_normal.jpg', 'profileBannerUrl': None, 'label': None}, 'replyCount': 30, 'retweetCount': 13, 'likeCount': 314, 'quoteCount': 2, 'conversationId': 1541983803840888833, 'lang': 'en', 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'sourceUrl': 'http://twitter.com/download/iphone', 'sourceLabel': 'Twitter for iPhone', 'outlinks': None, 'tcooutlinks': None, 'media': None, 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': None, 'coordinates': None, 'place': None, 'hashtags': None, 'cashtags': None}",,,,,,"['bitcoin', 'defichain', 'ethereum']",
https://twitter.com/ericnode/status/1541963991294935041,2022-06-29 01:57:18+00:00,"Cronos Gravity bridge enters Testnet phase with the launch of Pioneer 11, preparing for decentralized connectivity between Ethereum and Cronos 🔄🪐 https://t.co/OqsLEoEymu","Cronos Gravity bridge enters Testnet phase with the launch of Pioneer 11, preparing for decentralized connectivity between Ethereum and Cronos 🔄🪐 twitter.com/cronos_chain/s…",1541963991294935041,"{'username': 'ericnode', 'id': 945541530541989888, 'displayname': 'Eric Anziani', 'description': 'Chief Operating Officer at Crypto.com #BTC #CRO', 'rawDescription': 'Chief Operating Officer at https://t.co/K4bOtCCEvv #BTC #CRO', 'descriptionUrls': [{'text': 'Crypto.com', 'url': 'http://Crypto.com', 'tcourl': 'https://t.co/K4bOtCCEvv', 'indices': (27, 50)}], 'verified': True, 'created': datetime.datetime(2017, 12, 26, 6, 27, 22, tzinfo=datetime.timezone.utc), 'followersCount': 29857, 'friendsCount': 372, 'statusesCount': 1789, 'favouritesCount': 7160, 'listedCount': 177, 'mediaCount': 226, 'location': 'Singapore', 'protected': False, 'linkUrl': 'http://crypto.com', 'linkTcourl': 'https://t.co/w90KRlVUSl', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1474925203880747011/eNnQtxJ7_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/945541530541989888/1637751091', 'label': None}",8,17,84,0,1541963991294935041,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://twitter.com/cronos_chain/status/1541814524226854912'],['https://t.co/OqsLEoEymu'],,,"{'url': 'https://twitter.com/cronos_chain/status/1541814524226854912', 'date': datetime.datetime(2022, 6, 28, 16, 3, 22, tzinfo=datetime.timezone.utc), 'content': 'We are excited to launch the Cronos Gravity Bridge Testnet ""Pioneer 11"" today 🌉\n\nThe launch of the Pioneer 11 testnet is a stepping stone towards a new paradigm of interoperability for Cronos chain. \n\nRead on to find out more:\nhttps://t.co/7oMdbpBEaC', 'renderedContent': 'We are excited to launch the Cronos Gravity Bridge Testnet ""Pioneer 11"" today 🌉\n\nThe launch of the Pioneer 11 testnet is a stepping stone towards a new paradigm of interoperability for Cronos chain. \n\nRead on to find out more:\nmedium.com/cronos-chain/i…', 'id': 1541814524226854912, 'user': {'username': 'cronos_chain', 'id': 1411867326828335107, 'displayname': 'Cronos', 'description': 'Cronos - The first blockchain that interoperates with both Ethereum and Cosmos ecosystems. For DeFi, NFTs, Games and Metaverse.', 'rawDescription': 'Cronos - The first blockchain that interoperates with both Ethereum and Cosmos ecosystems. For DeFi, NFTs, Games and Metaverse.', 'descriptionUrls': None, 'verified': True, 'created': datetime.datetime(2021, 7, 5, 1, 59, 54, tzinfo=datetime.timezone.utc), 'followersCount': 180619, 'friendsCount': 61, 'statusesCount': 469, 'favouritesCount': 70, 'listedCount': 962, 'mediaCount': 137, 'location': '', 'protected': False, 'linkUrl': 'https://cronos.org/', 'linkTcourl': 'https://t.co/C9OozulLQh', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1417359604623679488/CGzQIEVX_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1411867326828335107/1633948479', 'label': None}, 'replyCount': 14, 'retweetCount': 77, 'likeCount': 247, 'quoteCount': 12, 'conversationId': 1541814524226854912, 'lang': 'en', 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'sourceUrl': 'https://mobile.twitter.com', 'sourceLabel': 'Twitter Web App', 'outlinks': ['https://medium.com/cronos-chain/introducing-the-cronos-gravity-bridge-testnet-pioneer-11-5c115469bf19'], 'tcooutlinks': ['https://t.co/7oMdbpBEaC'], 'media': None, 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': None, 'coordinates': None, 'place': None, 'hashtags': None, 'cashtags': None}",,,,,,,
https://twitter.com/BigCoinPge/status/1541961512461402112,2022-06-29 01:47:27+00:00,🚀 #Ethereum And #Zilliqa Price Predictions Are Out https://t.co/zLj25JQH2i,🚀 #Ethereum And #Zilliqa Price Predictions Are Out cryptogazette.com/ethereum-and-z…,1541961512461402112,"{'username': 'BigCoinPge', 'id': 1072367309346361349, 'displayname': 'Big Coin Page', 'description': 'A website and newsletter for the crypto enlightened bigcoinpage.com/newsletter', 'rawDescription': 'A website and newsletter for the crypto enlightened https://t.co/4CC9KlBhkU', 'descriptionUrls': [{'text': 'bigcoinpage.com/newsletter', 'url': 'http://bigcoinpage.com/newsletter', 'tcourl': 'https://t.co/4CC9KlBhkU', 'indices': (52, 75)}], 'verified': False, 'created': datetime.datetime(2018, 12, 11, 5, 47, 44, tzinfo=datetime.timezone.utc), 'followersCount': 13043, 'friendsCount': 2346, 'statusesCount': 3878, 'favouritesCount': 4655, 'listedCount': 9, 'mediaCount': 377, 'location': 'Singapore', 'protected': False, 'linkUrl': 'http://bigcoinpage.com/newsletter', 'linkTcourl': 'https://t.co/4CC9KlBhkU', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1539423606093991936/dySd6Hr-_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1072367309346361349/1615723237', 'label': None}",0,0,1,0,1541961512461402112,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://cryptogazette.com/ethereum-and-zilliqa-price-predictions-are-out/?utm_source=rss&utm_medium=rss&utm_campaign=ethereum-and-zilliqa-price-predictions-are-out'],['https://t.co/zLj25JQH2i'],,,,,,,,,"['Ethereum', 'Zilliqa']",
https://twitter.com/cryptoautobots/status/1541952789966110720,2022-06-29 01:12:47+00:00,"Reasons To Buy Ethereum Now ! – Site Title https://t.co/RZxCBwCAZD ,","Reasons To Buy Ethereum Now ! – Site Title tradersonic.wordpress.com/2022/06/28/rea… ,",1541952789966110720,"{'username': 'cryptoautobots', 'id': 951013443271737344, 'displayname': 'cryptotradingbot', 'description': 'Singapore', 'rawDescription': 'Singapore', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2018, 1, 10, 8, 50, 48, tzinfo=datetime.timezone.utc), 'followersCount': 213, 'friendsCount': 555, 'statusesCount': 36548, 'favouritesCount': 0, 'listedCount': 4, 'mediaCount': 24, 'location': 'Singapore', 'protected': False, 'linkUrl': 'https://t.me/cryptosignalalert', 'linkTcourl': 'https://t.co/KxKRvfNsEf', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1090724661846032389/RqF7XQFl_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,0,0,0,1541952789966110720,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://tradersonic.wordpress.com/2022/06/28/reasons-to-buy-ethereum-now/'],['https://t.co/RZxCBwCAZD'],,,,,,,,,,
https://twitter.com/cryptoautobots/status/1541952782126960640,2022-06-29 01:12:46+00:00,Reasons To Buy Ethereum Now ! – Site Title https://t.co/RZxCBwCAZD,Reasons To Buy Ethereum Now ! – Site Title tradersonic.wordpress.com/2022/06/28/rea…,1541952782126960640,"{'username': 'cryptoautobots', 'id': 951013443271737344, 'displayname': 'cryptotradingbot', 'description': 'Singapore', 'rawDescription': 'Singapore', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2018, 1, 10, 8, 50, 48, tzinfo=datetime.timezone.utc), 'followersCount': 213, 'friendsCount': 555, 'statusesCount': 36548, 'favouritesCount': 0, 'listedCount': 4, 'mediaCount': 24, 'location': 'Singapore', 'protected': False, 'linkUrl': 'https://t.me/cryptosignalalert', 'linkTcourl': 'https://t.co/KxKRvfNsEf', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1090724661846032389/RqF7XQFl_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,0,0,0,1541952782126960640,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://tradersonic.wordpress.com/2022/06/28/reasons-to-buy-ethereum-now/'],['https://t.co/RZxCBwCAZD'],,,,,,,,,,
https://twitter.com/KelvinSCWong/status/1541950624123990016,2022-06-29 01:04:11+00:00,"Interestingly, the prices of #Bitcoin &amp; #Ethereum did not tanked much versus 2 weeks ago(aprrox -15%) on the onset of liquidity problems faced by Celsius (another crypto lender).
$BTCUSD -2.3%
$ETHUSD -4%","Interestingly, the prices of #Bitcoin &amp; #Ethereum did not tanked much versus 2 weeks ago(aprrox -15%) on the onset of liquidity problems faced by Celsius (another crypto lender).
$BTCUSD -2.3%
$ETHUSD -4%",1541950624123990016,"{'username': 'KelvinSCWong', 'id': 1932866845, 'displayname': 'Kelvin Wong, CFTe', 'description': 'Market analyst @CMCMarketsSG\nGlobal macro with a mix of equity long/short. Socionomics fan. \nFX Week EM Top Forecaster for 2018 & 2019\nOpinions are not advice.', 'rawDescription': 'Market analyst @CMCMarketsSG\nGlobal macro with a mix of equity long/short. Socionomics fan. \nFX Week EM Top Forecaster for 2018 & 2019\nOpinions are not advice.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2013, 10, 4, 2, 55, 12, tzinfo=datetime.timezone.utc), 'followersCount': 3534, 'friendsCount': 3624, 'statusesCount': 16831, 'favouritesCount': 14755, 'listedCount': 97, 'mediaCount': 3137, 'location': 'Singapore', 'protected': False, 'linkUrl': 'https://www.cmcmarkets.com/en-sg/news-and-analysis', 'linkTcourl': 'https://t.co/vsqSAAGKom', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/378800000632085647/449d10c033b6f9f1e355a9d40c08298b_normal.jpeg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1932866845/1600397073', 'label': None}",1,0,1,0,1541939670078345217,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,,,1.5419494885539471e+18,"{'username': 'KelvinSCWong', 'id': 1932866845, 'displayname': 'Kelvin Wong, CFTe', 'description': 'Market analyst @CMCMarketsSG\nGlobal macro with a mix of equity long/short. Socionomics fan. \nFX Week EM Top Forecaster for 2018 & 2019\nOpinions are not advice.', 'rawDescription': 'Market analyst @CMCMarketsSG\nGlobal macro with a mix of equity long/short. Socionomics fan. \nFX Week EM Top Forecaster for 2018 & 2019\nOpinions are not advice.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2013, 10, 4, 2, 55, 12, tzinfo=datetime.timezone.utc), 'followersCount': 3534, 'friendsCount': 3624, 'statusesCount': 16831, 'favouritesCount': 14755, 'listedCount': 97, 'mediaCount': 3137, 'location': 'Singapore', 'protected': False, 'linkUrl': 'https://www.cmcmarkets.com/en-sg/news-and-analysis', 'linkTcourl': 'https://t.co/vsqSAAGKom', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/378800000632085647/449d10c033b6f9f1e355a9d40c08298b_normal.jpeg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1932866845/1600397073', 'label': None}",,,,"['Bitcoin', 'Ethereum']","['BTCUSD', 'ETHUSD']"
https://twitter.com/PhemexR/status/1541907333672046594,2022-06-28 22:12:10+00:00,"💡 Phemex поддерживает обновление сети Ethereum (ETH) которое произойдет в на блоке высотой в 15,050,000, или примерно в 13:40 по МСК 29 июня 2022 года. Депозиты/снятия ETH и токенов ERC-20 будут приостановлены с 12:40 по МСК 29 июня 2022. https://t.co/f9L1iFJVkP","💡 Phemex поддерживает обновление сети Ethereum (ETH) которое произойдет в на блоке высотой в 15,050,000, или примерно в 13:40 по МСК 29 июня 2022 года. Депозиты/снятия ETH и токенов ERC-20 будут приостановлены с 12:40 по МСК 29 июня 2022. https://t.co/f9L1iFJVkP",1541907333672046594,"{'username': 'PhemexR', 'id': 1197095040939626497, 'displayname': 'Phemex Russia', 'description': 'Phemex - это профессиональная и самая надежная глобальная биржа криптовалютных деривативов.\nНаш Telegram: t.me/Phemex_Russian', 'rawDescription': 'Phemex - это профессиональная и самая надежная глобальная биржа криптовалютных деривативов.\nНаш Telegram: https://t.co/MXO2aPGp7L', 'descriptionUrls': [{'text': 't.me/Phemex_Russian', 'url': 'http://t.me/Phemex_Russian', 'tcourl': 'https://t.co/MXO2aPGp7L', 'indices': (106, 129)}], 'verified': False, 'created': datetime.datetime(2019, 11, 20, 10, 11, 43, tzinfo=datetime.timezone.utc), 'followersCount': 4211, 'friendsCount': 87, 'statusesCount': 3259, 'favouritesCount': 2993, 'listedCount': 9, 'mediaCount': 2047, 'location': 'Singapore', 'protected': False, 'linkUrl': 'https://phemex.com/ru', 'linkTcourl': 'https://t.co/bYX1YCsOff', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1523436785338040326/Ah903wsA_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1197095040939626497/1632431308', 'label': None}",0,0,1,0,1541907333672046594,ru,"<a href=""https://smmbox.com"" rel=""nofollow"">SmmBox</a>",https://smmbox.com,SmmBox,,,"[{'previewUrl': 'https://pbs.twimg.com/media/FWX0jDEXgAYvFF6?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/FWX0jDEXgAYvFF6?format=jpg&name=large'}]",,,,,,,,,
