id,title,channel_id,channel_name,published_date,description
nSA5_9k7qbo,"Avalanche Already Favorites for Next Year. Should They Be? Looking at the UFAs. Who Stays, Who Goes?",UCIg-1EJ77LGYsh9i8IaIO7w,Locked On Avalanche,2022-06-29T07:00:23Z,"While we are clearly still in celebration mode and will be for a while, it's always a good thing to look forward and guess what is to ..."
-f8_1AwNeTk,Welcome to Colorado | The 1996 Stanley Cup Story,UCM715eqbBCk1JE4zlAwYLqw,Colorado Avalanche,2022-06-28T18:00:00Z,"In May of 1995, the Quebec Nordiques were relocated to Denver and renamed the Colorado Avalanche. Joe Sakic immediately ..."
avaO1sbJWws,The LOUDEST Cheer Ever At The DNVR Bar As The Colorado Avalanche Win The Stanley Cup,UC8aOXvlqQqMlTFvbbAarD-A,DNVR Sports,2022-06-28T19:53:25Z,SUBSCRIBE: https://www.youtube.com/c/DNVR_Sports WEBSITE: www.thednvr.com BUY MERCH: www.DNVRLocker.com ...
6WK4stKxrfQ,Which Colorado Avalanche players surprised the most during their Stanley Cup run?,UC8aOXvlqQqMlTFvbbAarD-A,DNVR Sports,2022-06-28T20:48:20Z,The Colorado Avalanche are still Stanley Cup Champions. The journey for the 2022 Colorado Avalanche is finally over and they ...
AyVXmELGE0E,Colorado Avalanche 2022 FULL Stanley Cup Presentation Ceremony,UCVhibwHk4WKw4leUt6JfRLg,SPORTSNET,2022-06-27T04:15:14Z,Watch the entire ceremony in which the Colorado Avalanche were given the Stanley Cup after winning Game 6 of the 2022 Finals ...
-yKj0zKB8VM,Colorado Avalanche arrive back in Denver after winning Stanley Cup,UC-2MJlKSq9_pYk5-bdvMhnw,Denver7 – The Denver Channel,2022-06-27T20:17:21Z,Avalanche captain Gabe Landeskog was first off the plane back in Denver with the Stanley Cup after the team flew back from ...
GMNCSKJ7oBo,Watch Stanley Cup Final Game 6 | Colorado Avalanche vs. Tampa Bay Lightning LIVE w/ Steve Dangle,UCVhibwHk4WKw4leUt6JfRLg,SPORTSNET,2022-06-27T03:36:49Z,Join Steve Dangle LIVE for Game 6 of the Tampa Bay Lightning vs. Colorado Avalanche Stanley Cup Final on Watch the Stanley ...
fMeKRJmLE0Y,"Cup Final, Gm6: Avalanche @ Lightning 6/26 | NHL Playoffs 2022",UCqFMzb-4AUf6WAIbl132QKA,NHL,2022-06-27T03:22:35Z,Extended highlights of the Colorado Avalanche at the Tampa Bay Lightning.
fEMwQKhauNo,"Stanley Cup Final Game 6 Highlights | Avalanche vs. Lightning - June 26, 2022",UCVhibwHk4WKw4leUt6JfRLg,SPORTSNET,2022-06-27T03:18:02Z,"Nathan MacKinnon tied the game just two minutes into the second period, then assisted on Artturi Lehkonen's eventual ..."
S0gEeu07-Vg,What Does This Offseason Look Like For The Colorado Avalanche Roster - Could Kadri Stay? | CJ Show,UC0a0z05HiddEn7k6OGnDprg,sdpn,2022-06-28T19:00:09Z,Chris Johnston and Julian McKenzie discuss what this offseason and the future holds for the Colorado Avalanche. How different ...
BWfQ1J00uU8,"Congratulations to the 2022 Cup Champions, the Colorado Avalanche",UC_AFyA9FqrZ57bb9QRH77wg,The Hockey Guy,2022-06-27T17:40:40Z,Hey all. The Avs played great hockey and managed to stay healthier than they had in other playoff runs. The 21 year drought is ...
