id,title,channel_id,channel_name,published_date,description
_37ELA4l30M,"Polygon MATIC Price News Today - Elliott Wave Technical Analysis Update, This is Happening Now!",UCngIhBkikUe6e7tZTjpKK7Q,More Crypto Online,2022-06-28T19:45:02Z,"Polygon MATIC Price News Today - Elliott Wave Technical Analysis Update, This is Happening Now! In this video I talk about a ..."
GWUwFDFOipo,What is Polygon? MATIC Explained with Animations,UCsYYksPHiGqXHPoHI-fm5sg,Whiteboard Crypto,2021-11-09T17:39:24Z,"For many, Polygon is a network far cheaper than Ethereum that allows new crypto users to learn how to do things without ..."
IijtdpAtOt0,POLYGON (MATIC) - Ethereum&#39;s Internet Of Blockchains Explained - Layer 2,UCh1ob28ceGdqohUnR7vBACA,Finematics,2021-03-14T17:14:26Z,"So what is Polygon, previously Matic, all about? How will it help with scaling Ethereum? Why does it claim to be Ethereum's ..."
74vU4y1rPxI,Polygon: Can MATIC MAKE IT?? What You NEED To Know!!,UCqK_GSMbpiV8spgD3ZGloSw,Coin Bureau,2022-03-31T15:25:45Z,Insider Info in my Socials https://guy.coinbureau.com/socials/ Get The Hottest Crypto Deals ...
BzJ1WgmUIkQ,IDO July 1st BOMBCRYPTO 2 - POLYGON NETWORK,UCQGdoNOnb71PB4MvZa9upwg,Bombcrypto Official,2022-06-29T05:00:47Z,BOMBCRYPTO 2 - POLYGON NETWORK   Listing on July 6th 2022 BombCrypto 2 is a NFT game with a token named ...
plgGqj4ehbI,Polygon Ecosystem&#39;s Massive Growth Update | MATIC Set To Explode,UC4VPa7EOvObpyCRI4YKRQRw,Paul Barron Network,2022-06-23T18:27:28Z,"With most of the cryptocurrency market turning green on June 23, Polygon (MATIC) has seen the largest gain out of the top 100 ..."
46bPwlg2Q4I,Polygon Sponsors Bored Apes &amp; More! - Polygon MATIC Update,UCt-QQCq4XI3FDI3xSAZ2dLA,Narb Trading,2022-06-28T19:30:00Z,Welcome back to another Polygon MATIC update video! New Podcast Episode: https://t.co/cuVTUv9hpJ Follow me on Twitter: ...
DUGkQMLowXA,Polygons - Geometry for Kids,UCxoDMG0tvaYO5Xobvtqw5nw,Smile and Learn - English,2020-09-15T15:30:00Z,Educational video for children to learn what polygons are and how we classify them. A polygon is a plane figure described by a ...
AjwxKbbJpWY,Polygons | What is a Polygon?,UCY-ywrKyfsSFF1tILNH1pNA,Math with Mr. J,2020-05-12T11:30:03Z,"Welcome to ""What is a Polygon?"" with Mr. J! Need help with polygons? You're in the right place! Whether you're just starting out, ..."
bJHxZYDYFKQ,This FREE game is WAY better than I expected..,UCOt5hVyS2-nbcJ3_FP41Ajg,Tomographic,2022-04-17T14:25:58Z,"This free tactical FPS game (Polygon) just got a huge new update, including a remake of the fan-favourite Battlefield map ..."
wFg-9iMPRZY,Polygon Named A Top Brand In 2022 &amp; More! - Polygon MATIC Update,UCt-QQCq4XI3FDI3xSAZ2dLA,Narb Trading,2022-06-27T21:00:33Z,Welcome back to another Polygon MATIC update video! Follow me on Twitter: https://twitter.com/NarbTrading TIMESTAMPS: 0:00 ...
t36b47UHSpE,Elden Ring wants you to stop hitting yourself,UCuVxaQDraOja6xKidcmoufA,Polygon,2022-04-14T19:00:31Z,"Elden Ring is, yes, incredibly hard. But it's also very funny? Polygon's Jenna Stoeber explains how with Elden Ring, FromSoftware ..."
O5h-kHQATdg,Dad game review round-up,UCuVxaQDraOja6xKidcmoufA,Polygon,2022-02-11T20:00:11Z,"Games are for dads. Thanks to video games, dads can play golf, build birdhouses, mow the lawn, and go fishing... all without ..."
OECcDsmmhRg,Polygon: When Will MATIC EXPLODE?? 💥,UCqK_GSMbpiV8spgD3ZGloSw,Coin Bureau,2021-12-09T16:31:43Z,Insider Info in my Socials https://guy.coinbureau.com/socials/ Get The Hottest Crypto Deals ...
4TA9FuULN0w,3 Reasons why POLYGON (MATIC) is My #1 Cryptocurrency for 2021-2022!,UCpBm7mATacoeNMtlkiWE_ig,Eddie Moon,2021-10-29T18:19:04Z,Claim Yours Unstoppable Domain Today: https://bit.ly/3GwDGYl Up to $4163 Bitget BONUS: https://bit.ly/3xvR6Qx Up to ...
aWveEMnjinY,UNISWAP V3 🦾 FARMING en POLYGON (MATIC) 🦄,UCtLWxN6ij1TN_16X8rpHC1w,John5 CRIPTO 💰,2022-06-28T19:42:55Z,uniswap #defi #matic Mucho se está hablando últimamente sobre la revolución que va a suponer en DeFi la liquidez concentrada ...
JIEB5DKzJLM,How Call of Duty turned war into a circus,UCuVxaQDraOja6xKidcmoufA,Polygon,2022-05-05T19:00:04Z,"Call of Duty was created by developers who worked on Medal of Honor, a World War 2 game modeled after Steven Spielberg's ..."
_9MQe7tR5xQ,Why Margit is so good at killing you in Elden Ring,UCuVxaQDraOja6xKidcmoufA,Polygon,2022-03-25T19:00:20Z,"Elden Ring's first gatekeeping boss Margit the Fell Omen is a real jerk. Players can run into him early in their playthrough, before ..."
a5aE3pghX2A,Polygon Matic PUMPING🚨Ethereum loosing Billions..BEST Crypto Coins to BUY in Bear Market!? Bitcoin?,UCJQY1CkwtFNfJfIzROc8KiA,Conor Kenny,2022-06-23T04:45:45Z,CREATE A BYBIT ACCOUNT HERE: https://partner.bybit.com/b/conor - UPTO $3500 in bonuses My Community + My Trade ...
q7FS-68qLi0,"Polygon MATIC Price News Today - Elliott Wave Technical Analysis Update, This is Happening Now!",UCngIhBkikUe6e7tZTjpKK7Q,More Crypto Online,2022-06-28T07:00:14Z,"Polygon MATIC Price News Today - Elliott Wave Technical Analysis Update, This is Happening Now! In this video I talk about a ..."
uPBZci87bEg,POLYGON in 2022 - Honest Review,UCXMmRK7MpYtFsWIwM9yw9KA,JereZiii ,2022-03-14T03:48:46Z,My honest review of the Free 2 Play FPS game called POLYGON! Let me know what you think about this game down in the ...
Bh4wCMRaxC0,Load Up on POLYGON before it smashes all time HIGHS - (300x?),UCoKR904WViyqa-h3pI636GA,Crypto Diary,2022-06-25T16:21:50Z,This Video is about how POLYGON can make you a millionaire if you invest in at the right time. So please watch the video until the ...
ejpliGkfBE4,What this news means for the fate of polygon amid CRYPTO CRASH,UCviqt5aaucA1jP3qFmorZLQ,Crypto Jebb,2022-06-17T21:04:10Z,Polygon is being integrated into USDC's ecosystem but is it a buy? Find out in this video. Use our link to get a $100 funding ...
kIKR0FiRrS8,HOW MUCH WILL 1000 POLYGON (Matic) TOKENS BE WORTH BY 2025 - Polygon Matic Cyptocurrency,UCoKR904WViyqa-h3pI636GA,Crypto Diary,2021-08-29T17:22:22Z,"HOW MUCH WILL 1000 POLYGON (Matic) TOKENS BE WORTH BY 2025 - Polygon Matic Cyptocurrency After this video, you will ..."
efh_ZbugXW4,POLYGON PRICE PREDICTION 2022💎WATCH THIS LARGE PATTERN AS MATIC LOOKS FOR SUPPORT - NEXT TARGETS 👑,UCQJEGKlFrGkq4xzQms7yxmg,Invest & Trade With Jaxx,2022-06-27T11:53:49Z,POLYGON PRICE PREDICTION 2022  WATCH THIS LARGE PATTERN AS MATIC LOOKS FOR SUPPORT - NEXT TARGETS ...
IH3a8-wxACQ,The TRUTH About This Rally - Polygon Matic,UCfQaLLoJYaxg9ZNJVHCR9Lg,Gerhard - Bitcoin Strategy,2022-06-24T03:46:22Z,Premium Membership: https://the-bitcoin-strategy.com My Chart Software: https://the-bitcoin-strategy.com/tradingview My ...
5QwvgEoLTCo,即将暴涨？真正的底部在这里？14000点？？polygon为什么暴涨？solana为什么暴涨？,UC7Kt4pCaythUP8kBM1ZAocA,小安说币,2022-06-24T10:52:21Z,OKX邀请链接(交易费8折，送盲盒至高3000元)：https://www.okx.com/join/20022561 BITGET邀请链接（充200U ...
kjEcg3XinXs,POLYGON Mt. Bromo N: Fun Like Never Before,UCHZnvLxBUv_GzQpfDOuUxwQ,Polygon Bikes ID,2021-03-26T04:30:02Z,A big leap. Mount Bromo N is built around Polygon's latest suspension platform – the Independent Floating Suspension (IFS) – to ...
f4-mnMogtRs,90% of Altcoins Will Die! – Will Polygon survive?,UCviqt5aaucA1jP3qFmorZLQ,Crypto Jebb,2022-05-23T22:00:12Z,Polygon may be headed for trouble as crypto braces for what could be a prolonged bear market. This video will cover what you ...
K6xZgQytt1w,POLYGON IS DOMINATING THIS SPACE! HERE&#39;S WHY I&#39;M BUYING THIS...,UC7htv7NaV5LBGnyXcT6n4iQ,AuzSOME Austin,2022-06-24T03:00:05Z,POLYGON IS DOMINATING THIS SPACE! HERE'S WHY I'M BUYING THIS... What up A-Team! So POLYGON is going absolutely ...
EeZ_p0Z2SgI,11:00 AM - SSC/ Railway/ Defence Exams | Maths by Sahil Khandelwal | Polygon (Part-1),UCuWuAvEnKWez5BUr29VpwqA,wifistudy,2021-05-05T06:41:52Z,SSC/ Railway/ Defence Exams | RRB Group D Maths by Sahil Sir | Maths Ploygon Questions by Sahil Sir | Polygon Questions for ...
EqzghgtJ1Is,Pokémon Edibility | Unraveled,UCuVxaQDraOja6xKidcmoufA,Polygon,2020-12-28T20:00:03Z,"For his final Unraveled, Brian David Gilbert unravels Pokémon edibility. Subscribe to our YouTube channel! https://goo.gl/D8prdf ..."
mFFNXQZ_xKQ,Hello 2021: Polygon,UCdesO1i_Sp6BAvwBuTMjCWQ,Liquicity Events,2021-01-22T11:58:23Z,To get you through the current lockdown Liquicity teamed up with Followthebeat for a special livestream series! Hope this will ...
9nFRdSrPmWI,WHY YOU NEED 850 POLYGON MATIC COINS !,UCpRELfE5xC0NvPdUyp9sqoQ,Crypto Ben,2022-02-17T16:00:04Z,VIP Group: https://www.patreon.com/cryptoben Business email: cryptobentv@gmail.com **DISCLAIMER**- I am not a financial ...
JwkiOnHdVMI,"😮 Polygon (MATIC), ¿el SALVADOR de ETHEREUM? - ¿Podrá MATIC vencer a CARDANO y a POLKADOT?",UCzuUopbwNh8Sl5OcYsVgRjw,Bolsa para principiantes,2021-06-24T16:30:01Z,"Descarga ATANI* totalmente GRATIS! https://atani.com/?r=BolsaParaPrincipiantes ¡Si tienes preguntas sobre Atani, no dudes en ..."
KDx0YkSjk3A,Ben Schwartz from Sonic the Hedgehog 2 being totally normal for 14 minutes straight,UCuVxaQDraOja6xKidcmoufA,Polygon,2022-03-31T19:00:07Z,"Actor Ben Schwartz, star of Sonic the Hedgehog, made us a promise: if Sonic 2 got greenlit, he would return to our studio and do ..."
