id,title,channel_id,channel_name,published_date,description
0InH5hymkF8,"Ethereum ETH Price News Today - Technical Analysis Update, Price Now! Elliott Wave Price Prediction!",UCngIhBkikUe6e7tZTjpKK7Q,More Crypto Online,2022-06-29T06:13:15Z,Ethereum ETH Price News Today - Technical Analysis Update and Price Now! In this video I talk about a technical analysis of the ...
LdPsYprLnVw,"CRYPTO Update: Bitcoin, Ethereum, and Gary Gensler",UCR93yACeNzxMSk6Y1cHM2pw,Coin Bureau Clips,2022-06-28T17:30:02Z,Get The Hottest Crypto Deals https://guy.coinbureau.com/deals/ Insider Info in Guy's Socials ...
519t4s9dSBI,"🚨WOW!!! I JUST SOLD BITCOIN AND THIS IS WHY!!!! (Ethereum analysis, must watch...)",UCGadbHPeZP_mQGNOtabaGAg,Nathalie Bitcoinsensus,2022-06-28T14:42:49Z,Bybit: https://www.bitcoinsensus.com/bybit Up to $4450 in BONUS   Phemex: https://www.bitcoinsensus.com/phemex Up to ...
3nSiadJg8So,WHAT’S HAPPENING WITH CRYPTOCURRENCY? (GOLDMAN SACHS SAYS SELL!),UCbLhGKVY-bJPcawebgtNfbw,Altcoin Daily,2022-06-29T00:21:25Z,"What's happening with cryptocurrency into July 2022? Let's discuss the LATEST cryptocurrency news for bitcoin, ethereum, ..."
5VWI1GhnTE8,🔷 ETHEREUM LOGARITHMIC CHART ANALYSIS!! // ETH LONG TERM PRICE PREDICTION VIDEO TO year 2025!!!! 🗓,UCFkstwrug81AuLPZhV6O3BQ,Marzell Money,2022-06-28T16:49:36Z,"This is when i expect my long term ethereum price prediction target can be hit! We will see the eth prediction for 2 year, 3 years ..."
CLryodRFTbk,Ethereum Gray Glacier Announcement - 139,UC0WNX0de8I1fgKUrjxiPaRA,Son of a Tech,2022-06-28T23:00:03Z,Gray Glacier Upgrade Announcement https://blog.ethereum.org/2022/06/16/gray-glacier-announcement/ Ethereum Network ...
TfhOf1MPv6U,Ethereum Will Likely Bottom After One More Dump- My Indicators Nailed The ETH Top &amp; CRASH -   PT  1,UC7AQQ3I02_5D6uShK96MeiA,The Crypto Trader,2022-06-29T03:57:24Z,"Thank you for taking the time to watch. If you want to support these videos, you can do so by following this link. Tips and Donations ..."
PYsy9UsilAc,LA SEULE CRYPTO EPARGNÉE PAR LA RÉGULATION ?  ACTUS CRYPTOMONNAIES  BITCOIN ETHEREUM 28/06,UC7t8V-dJPWfmAXEK2tvma1A,Crypto Flash France,2022-06-28T21:37:09Z,Inscription à Bybit pour profiter de l'offre de Bonus Premier dépôt (jusqu'à 3000$) ✓ Étape 1) S'inscrire avec ce lien ...
qZY8_YaIr8U,We will crash on these dates...? - 𝐄𝐓𝐇𝐄𝐑𝐄𝐔𝐌 𝐓𝐎𝐃𝐀𝐘- 𝐄𝐓𝐇𝐄𝐑𝐄𝐔𝐌 𝐓𝐄𝐂𝐇𝐍𝐈𝐂𝐀𝐋 𝐀𝐍𝐀𝐋𝐘𝐒𝐈𝐒 - 𝐏𝐑𝐈𝐂𝐄 𝐏𝐑𝐄𝐃𝐈𝐂𝐓𝐈𝐎𝐍,UCstSoqNZWvJHsAB7l6WpWtQ,𝐓𝐈𝐍𝐆𝐒 𝐈𝐍𝐕𝐄𝐒𝐓,2022-06-28T13:33:40Z,Follow me on Patreon - https://www.patreon.com/tingsinvest Follow me on Instagram - https://www.instagram.com/maurice_ng/ ...
H9P1fm3W7jQ,"Ethereum ETH Price News Today - Technical Analysis Update, Price Now! Elliott Wave Price Prediction!",UCngIhBkikUe6e7tZTjpKK7Q,More Crypto Online,2022-06-28T19:09:05Z,Ethereum ETH Price News Today - Technical Analysis Update and Price Now! In this video I talk about a technical analysis of the ...
